"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
58,"retired","divorced","basic.4y","unknown","no","no","mobile","no"
44,"blue-collar","married","high.school","no","no","no","landline","no"
56,"retired","divorced","basic.4y","no","no","no","landline","no"
27,"student","single","university.degree","unknown","yes","no","landline","no"
40,"admin.","single","high.school","no","no","yes","mobile","no"
30,"admin.","married","high.school","no","yes","no","mobile","no"
53,"blue-collar","married","basic.9y","no","yes","no","mobile","no"
33,"services","single","basic.6y","no","no","no","mobile","yes"
46,"retired","married","professional.course","no","no","no","mobile","yes"
32,"technician","single","high.school","no","no","no","mobile","yes"
33,"blue-collar","single","basic.9y","no","no","yes","landline","no"
34,"technician","single","unknown","no","yes","no","mobile","yes"
23,"services","married","basic.9y","no","yes","no","landline","no"
25,"housemaid","married","basic.9y","no","no","no","landline","no"
39,"self-employed","married","professional.course","no","no","no","mobile","yes"
33,"blue-collar","married","basic.6y","no","no","no","mobile","no"
50,"unknown","married","unknown","unknown","yes","no","landline","no"
76,"retired","divorced","basic.4y","no","yes","no","mobile","yes"
46,"technician","married","basic.9y","no","no","no","landline","no"
69,"retired","married","high.school","no","no","no","mobile","no"
36,"services","single","basic.9y","no","yes","no","mobile","no"
45,"blue-collar","married","basic.4y","unknown","yes","yes","mobile","no"
46,"blue-collar","married","basic.9y","unknown","yes","yes","mobile","no"
41,"admin.","married","basic.9y","unknown","yes","no","mobile","no"
49,"self-employed","single","basic.9y","no","yes","yes","landline","no"
40,"technician","single","university.degree","no","no","no","landline","no"
38,"admin.","single","high.school","no","yes","yes","mobile","no"
34,"unemployed","single","unknown","no","yes","no","mobile","yes"
48,"technician","single","university.degree","unknown","no","no","mobile","no"
60,"retired","married","professional.course","no","no","yes","mobile","no"
57,"retired","divorced","professional.course","no","no","no","landline","no"
76,"management","married","unknown","no","yes","no","mobile","yes"
36,"admin.","single","university.degree","unknown","yes","no","mobile","no"
32,"admin.","single","university.degree","no","unknown","unknown","landline","no"
51,"management","married","unknown","no","no","no","landline","no"
61,"blue-collar","married","basic.9y","no","no","no","mobile","yes"
57,"technician","married","basic.4y","unknown","no","yes","landline","no"
45,"entrepreneur","divorced","university.degree","no","unknown","unknown","mobile","no"
24,"services","single","professional.course","no","yes","no","mobile","no"
56,"services","single","high.school","no","yes","yes","mobile","no"
55,"admin.","married","high.school","no","yes","no","landline","no"
32,"technician","single","unknown","no","yes","no","mobile","no"
31,"student","single","unknown","no","yes","no","landline","yes"
54,"retired","married","university.degree","unknown","no","no","landline","no"
40,"admin.","married","university.degree","no","no","yes","mobile","no"
39,"entrepreneur","divorced","high.school","no","no","no","landline","no"
32,"admin.","married","high.school","no","yes","yes","mobile","no"
53,"self-employed","married","university.degree","no","yes","no","mobile","yes"
37,"technician","married","professional.course","unknown","unknown","unknown","landline","no"
28,"services","single","unknown","no","yes","no","landline","no"
58,"management","married","high.school","no","yes","yes","mobile","yes"
42,"management","divorced","unknown","no","yes","no","mobile","no"
53,"self-employed","married","basic.9y","no","yes","no","mobile","no"
27,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
26,"student","single","high.school","unknown","yes","yes","landline","yes"
41,"admin.","single","basic.6y","no","unknown","unknown","landline","no"
39,"technician","divorced","university.degree","no","yes","no","mobile","yes"
53,"management","married","university.degree","no","yes","no","mobile","no"
51,"technician","married","professional.course","no","no","no","mobile","yes"
47,"admin.","married","university.degree","no","no","yes","landline","no"
26,"services","divorced","basic.6y","no","no","no","landline","no"
59,"blue-collar","divorced","basic.4y","no","no","no","landline","no"
52,"admin.","married","high.school","unknown","yes","no","landline","no"
27,"blue-collar","married","basic.9y","no","unknown","unknown","landline","no"
55,"management","divorced","university.degree","no","no","no","landline","yes"
48,"unemployed","married","university.degree","no","no","yes","mobile","no"
44,"blue-collar","divorced","basic.4y","no","no","no","mobile","no"
39,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
25,"student","single","university.degree","no","yes","no","mobile","no"
43,"management","married","university.degree","no","yes","yes","mobile","no"
29,"blue-collar","married","basic.9y","no","yes","yes","mobile","no"
42,"blue-collar","married","high.school","unknown","no","no","landline","no"
36,"technician","single","high.school","no","yes","no","landline","no"
41,"blue-collar","married","basic.6y","no","yes","yes","mobile","no"
31,"blue-collar","married","basic.4y","no","no","no","landline","yes"
23,"services","married","basic.9y","no","no","no","landline","no"
64,"retired","married","basic.4y","no","unknown","unknown","landline","no"
56,"management","divorced","university.degree","unknown","no","no","mobile","no"
33,"technician","divorced","professional.course","no","yes","yes","mobile","yes"
41,"blue-collar","married","basic.9y","no","unknown","unknown","mobile","no"
39,"blue-collar","married","basic.9y","unknown","yes","yes","landline","no"
42,"technician","married","professional.course","no","yes","no","mobile","no"
27,"blue-collar","married","basic.9y","no","yes","yes","landline","no"
29,"self-employed","single","high.school","no","yes","yes","mobile","no"
35,"technician","married","high.school","no","unknown","unknown","mobile","no"
33,"admin.","divorced","high.school","no","yes","no","mobile","yes"
26,"admin.","married","high.school","no","no","yes","landline","no"
33,"blue-collar","single","basic.9y","no","no","no","mobile","no"
40,"admin.","married","university.degree","no","no","no","landline","no"
48,"services","married","basic.4y","unknown","no","no","mobile","no"
36,"blue-collar","divorced","basic.6y","unknown","yes","no","mobile","no"
33,"technician","divorced","high.school","no","no","no","mobile","no"
28,"blue-collar","married","basic.9y","unknown","no","no","mobile","no"
43,"entrepreneur","married","high.school","unknown","no","yes","mobile","no"
38,"blue-collar","married","professional.course","no","no","no","mobile","no"
57,"technician","married","professional.course","no","no","no","landline","no"
39,"blue-collar","married","basic.9y","no","no","yes","mobile","yes"
42,"technician","married","university.degree","no","no","no","mobile","no"
29,"self-employed","married","high.school","no","no","no","landline","no"
33,"admin.","single","high.school","unknown","yes","no","landline","no"
44,"blue-collar","married","basic.6y","no","no","no","mobile","no"
56,"admin.","single","university.degree","no","yes","no","mobile","yes"
28,"technician","single","university.degree","no","no","no","landline","no"
26,"technician","married","unknown","no","no","no","mobile","no"
28,"admin.","single","professional.course","no","no","yes","landline","no"
33,"services","single","basic.6y","no","unknown","unknown","landline","no"
58,"entrepreneur","divorced","professional.course","no","yes","no","mobile","no"
48,"management","married","high.school","no","no","no","mobile","no"
46,"services","married","unknown","unknown","yes","no","mobile","no"
37,"blue-collar","married","basic.6y","unknown","yes","no","mobile","yes"
33,"management","married","high.school","no","no","yes","landline","no"
45,"blue-collar","divorced","high.school","unknown","yes","yes","mobile","no"
52,"blue-collar","married","basic.4y","no","no","no","landline","no"
55,"services","divorced","high.school","no","no","yes","landline","no"
60,"unknown","single","unknown","unknown","yes","no","landline","no"
36,"services","divorced","professional.course","no","yes","no","landline","no"
46,"admin.","married","high.school","no","no","no","mobile","no"
43,"services","married","professional.course","no","no","no","mobile","no"
55,"retired","divorced","professional.course","no","yes","no","landline","no"
48,"blue-collar","married","high.school","no","yes","no","mobile","no"
75,"retired","married","university.degree","no","yes","no","mobile","yes"
45,"admin.","divorced","high.school","no","no","no","mobile","no"
58,"management","married","basic.9y","no","yes","no","landline","no"
60,"self-employed","married","professional.course","unknown","yes","no","landline","no"
48,"entrepreneur","married","university.degree","no","no","no","mobile","no"
73,"retired","married","basic.4y","no","yes","no","mobile","no"
34,"blue-collar","divorced","basic.4y","no","no","no","mobile","no"
42,"services","married","high.school","unknown","no","no","landline","no"
59,"admin.","married","high.school","unknown","yes","no","mobile","no"
